group1,group2,method,statistic,p_value_raw,p1,p2,odds_ratio,risk_diff,p_value_holm
JPN,KOR,prop.test (chi-square),2.7018838317940315,0.10022975351132493,0.8366336633663366,0.7222222222222222,1.9696969696969695,0.11441144114411439,0.6013785210679496
CHN,KOR,prop.test (chi-square),2.3262401379284507,0.12720880388987402,0.8441558441558441,0.7222222222222222,2.0833333333333326,0.1219336219336219,0.6360440194493701
CHN,ENS,Fisher exact,NA,1,0.8441558441558441,0.8,1.3541666666666659,0.04415584415584406,1
CHN,JPN,prop.test (chi-square),0.023318760447473472,0.8786310636805045,0.8441558441558441,0.8366336633663366,1.0576923076923075,0.007522180789507504,1
ENS,JPN,Fisher exact,NA,1,0.8,0.8366336633663366,0.7810650887573968,-0.036633663366336555,1
ENS,KOR,Fisher exact,NA,1,0.8,0.7222222222222222,1.538461538461539,0.07777777777777783,1
